# field phot_id z_best_s use_phot use_zgrism z_best z_best_l95 z_best_l68 z_best_u68 z_best_u95 sfr sfr_IR sfr_UV L_IR L_UV flag z_sfr z_type f24tot ef24tot L_1600 L_2800 beta Ha_FLUX Ha_FLUX_ERR Ha_EQW Ha_EQW_ERR number grism_id z_max_grism
# Author: I. Momcheva (Sat Oct  3 21:18:14 2015)
cosmos 14384 3 1 0 0.6262 0.594 0.607 0.647 0.652 10.873 9.6178 1.2556 88237000000.0 5235900000.0 0.0 0.6262 3.0 414.5 22.49 1950800000.0 3490600000.0 0.37 -99.0 -99.0 -99.0 -99.0 14384 00000 -1.0
cosmos 30702 3 1 0 0.7044 0.671 0.682 0.728 0.736 6.2444 5.1871 1.0573 47588000000.0 4409100000.0 0.0 0.7044 3.0 178.1 26.62 1159700000.0 2939400000.0 0.68 -99.0 -99.0 -99.0 -99.0 30702 00000 -1.0
cosmos 14814 1 1 1 0.6672 -1.0 -1.0 -1.0 -1.0 7.1443 6.1745 0.96986 56646000000.0 4044500000.0 0.0 0.6672 1.0 237.1 28.93 1638500000.0 2696300000.0 -0.31 7.25 4.54 10.91 6.8 14814 cosmos-03-G141_14814 0.6603
cosmos 12280 2 1 1 0.9329 0.9124 0.9221 0.9375 0.9438 8.0052 6.755 1.2502 61973000000.0 5213400000.0 0.0 0.9329 2.0 134.8 47.33 2696700000.0 3475600000.0 -0.43 0.35 1.86 1.97 10.45 12280 cosmos-20-G141_12280 0.93286
cosmos 6821 2 1 1 0.5326 0.5289 0.5308 0.534 0.5356 17.066 16.105 0.96099 147750000000.0 4007500000.0 0.0 0.5326 2.0 1004.0 32.57 1678700000.0 2671600000.0 -0.23 -99.0 -99.0 -99.0 -99.0 6821 cosmos-21-G141_06821 0.53265
cosmos 32225 3 1 0 0.7012 0.671 0.682 0.728 0.736 12.833 12.073 0.76015 110760000000.0 3169900000.0 0.0 0.7012 3.0 418.8 11.49 905860000.0 2113300000.0 0.46 -99.0 -99.0 -99.0 -99.0 32225 00000 -1.0
cosmos 24610 3 1 0 0.5188 0.497 0.501 0.537 0.541 15.813 14.908 0.90513 136770000000.0 3774500000.0 0.0 0.5188 3.0 993.5 20.96 952470000.0 2516300000.0 0.47 -99.0 -99.0 -99.0 -99.0 24610 00000 -1.0
cosmos 18222 1 1 0 0.6886 -1.0 -1.0 -1.0 -1.0 23.63 20.449 3.1812 187610000000.0 13266000000.0 0.0 0.6886 1.0 737.7 18.44 6655900000.0 8844100000.0 -0.41 15.09 7.39 20.31 10.06 18222 cosmos-18-G141_18222 0.72633
cosmos 5200 1 1 1 0.6031 -1.0 -1.0 -1.0 -1.0 22.037 18.357 3.6794 168420000000.0 15344000000.0 0.0 0.6031 1.0 849.1 19.19 7676500000.0 10229000000.0 -0.35 -99.0 -99.0 -99.0 -99.0 5200 cosmos-06-G141_05200 0.59999
cosmos 27723 2 1 1 0.9242 0.9193 0.921 0.9255 0.9277 14.943 11.88 3.0634 108990000000.0 12775000000.0 0.0 0.9242 2.0 243.9 23.46 8296600000.0 8516600000.0 -1.21 15.44 2.08 28.47 3.88 27723 cosmos-11-G141_27723 0.92418
cosmos 18575 1 1 1 0.9269 -1.0 -1.0 -1.0 -1.0 65.565 64.126 1.4381 588320000000.0 5997100000.0 0.0 0.9269 1.0 1305.0 23.13 1845800000.0 3998000000.0 0.18 26.88 2.24 56.76 4.84 18575 cosmos-17-G141_18575 0.92803
cosmos 1639 3 1 0 0.9456 0.908 0.923 0.972 1.036 24.872 22.627 2.2454 207590000000.0 9363600000.0 0.0 0.9456 3.0 432.6 40.62 1950300000.0 6242400000.0 1.12 -99.0 -99.0 -99.0 -99.0 1639 00000 -1.0
cosmos 937 1 1 1 0.8783 -1.0 -1.0 -1.0 -1.0 20.862 18.244 2.6179 167380000000.0 10917000000.0 0.0 0.8783 1.0 425.7 27.27 2886000000.0 7278100000.0 0.5 25.74 3.3 38.56 5.0 937 cosmos-14-G141_00937 0.87667
cosmos 20612 2 1 1 0.905 0.8919 0.8973 0.9075 0.9117 15.242 13.492 1.7497 123780000000.0 7296500000.0 0.0 0.905 2.0 293.8 23.22 2118800000.0 4864400000.0 0.5 12.4 3.24 24.62 6.44 20612 cosmos-16-G141_20612 0.90503
cosmos 5238 2 1 1 0.9396 0.9367 0.9378 0.9405 0.9416 79.564 70.94 8.6241 650820000000.0 35964000000.0 0.0 0.9396 2.0 1385.0 389.3 22935000000.0 23976000000.0 -0.71 67.95 3.14 99.04 4.84 5238 cosmos-06-G141_05238 0.93964
cosmos 2656 3 1 0 0.8853 0.838 0.856 0.914 0.937 1.9991 1.4859 0.51326 13632000000.0 2140400000.0 0.0 0.8853 3.0 34.17 23.29 1987300000.0 1426900000.0 -1.63 -99.0 -99.0 -99.0 -99.0 2656 00000 -1.0
cosmos 19721 3 1 0 0.8957 0.851 0.868 0.923 0.936 1.5444 0.048603 1.4958 445900000.0 6237700000.0 1.0 0.8957 3.0 1.086 36.85 7258800000.0 4158400000.0 -1.92 -99.0 -99.0 -99.0 -99.0 19721 00000 -1.0
cosmos 26306 2 1 1 0.9778 0.9727 0.9754 0.9788 0.9807 6.3024 4.4892 1.8133 41185000000.0 7561600000.0 0.0 0.9778 2.0 76.45 22.97 6620500000.0 5041100000.0 -1.37 17.1 1.74 555.06 69.38 26306 cosmos-11-G141_26306 0.97783
